a1,a2
-0.3126507862152978,-0.7968481246438893
-0.10202880547227614,-0.5656823006050885
-0.386067991267895,-0.702108076255837
-0.37395146739050594,-0.4146240906417548
0.30929935390328883,-0.7639122811887838
-0.17315755481763911,-0.8076386852463368
-0.7751135513633606,-0.21337044681853665
-0.3456293956540846,-0.7887656292883621
-0.6890895281089356,-0.20183923793203093
-0.1984296313309964,-0.7937665054820635
-0.5665088499516923,-0.3702587519423069
-0.10851299206466233,-0.6313300873485675
-0.7188103081130701,-0.2664475527013194
-0.3570534482521936,-0.7312145203730425
-0.509396331828424,-0.6631719264653118
-0.49479505414339037,-0.4355330607512501
-0.29710423477856396,-0.5207607599846553
-0.24063952095061833,-0.47843844955198184
-0.5719032099728631,-0.4099054379545556
-0.5958679782674168,-0.47679694606308975
-0.2881170083260001,-0.703846321377777
-0.8016712545485282,0.01608660261389741
0.37399211060948456,-0.7045494954281745
-0.15871751165079337,-0.5822194808909553
-0.7789982615670038,-0.2902582437235905
-0.7223652884498326,0.03522392061608739
-0.5587642518739414,-0.43042503554542305
-0.45216513039254014,-0.5390458566700693
-0.479631512840864,-0.6728492983150836
0.19119183215492466,-0.8359877244806204
0.059099782685534494,-0.8383338521257684
0.10362334197137903,-0.7228054205369185
0.3307837028456703,-0.7670817335507477
-0.782562073705245,-0.32168782059313983
-0.8265304434357276,-0.021336712293673718
-0.6071146775478607,-0.32534101071531546
0.38893305349093416,-0.7343227587366442
-0.43028067174584256,-0.6271830037902507
0.09319647877835535,-0.7605055959169996
-0.572608698467076,-0.5019721765069162
0.05730122006567067,-0.8256632917261101
-0.41539595210863267,-0.5879589477163566
-0.289371635311961,-0.5839169543623633
-0.7597692791765672,-0.3443831738931487
-0.4970606331983897,-0.49972913944333247
-0.43345463987504745,-0.25940915999360625
-0.730506140657686,-0.2505073173771944
-0.4514188142219998,-0.1835939694254529
-0.576896578255869,-0.3531805899689169
-0.6891682795352982,-0.4282857987675808
-0.44599905706274234,-0.4078693856409433
0.024540432348153986,-0.7202265887135187
-0.07331796044282572,-0.6305060437422811
-0.5775586679963249,-0.34612275799390096
-0.1348654146234358,-0.8060656814543119
-0.721062957658228,-0.14953651233481924
0.029582170549663493,-0.7951724580422164
-0.7850423755985242,-0.0016134990834490946
-0.48247303720190754,-0.48602286485132556
-0.8019735013148014,-0.19623029290825267
0.09231122794370997,-0.7816301205871019
-0.5455726052531704,-0.21892132774538905
0.0836455612015113,-0.34881367886232045
-0.20517386096784285,-0.6423039711386163
0.02342543203481242,-0.7785660635153135
-0.6130583294189214,-0.3518711015296014
-0.6737565954699485,-0.18691728073238126
-0.5869839615611047,-0.5612567093499347
-0.6284510571310474,-0.2907200770859955
-0.1753089273787471,-0.6731068077100428
-0.7822923912660724,-0.19232639767388277
-0.13931360174610544,-0.6897493416057622
-0.7489211870650797,-0.16446495484476104
-0.17556239036417348,-0.597263291933957
-0.5250045556031594,-0.22219632245215998
-0.21068397267313693,-0.7813674361831738
-0.3152095444599079,-0.6501556122007536
-0.4542656792355113,-0.7089590920862895
-0.6591596862569478,-0.11420112474783577
0.10568786685008204,-0.843541375812574
0.2999701985026062,-0.8145698830306776
0.14412148433961905,-0.8614843774475024
-0.6783541354915309,-0.3093254794318086
-0.6622907814731355,-0.08567927876285118
0.21779328476935134,-0.7653111599472483
-0.7521398909634147,-0.30958166074817944
-0.6601108935656265,-0.43606951714633335
-0.5567042062690785,-0.5480505930413695
-0.5059122237824273,-0.5283501245385375
-0.556935846309734,-0.2379558943153345
