i,ev
0,1.66272749012
1,0.533682430472
2,1.33639075392
3,1.22721247357
4,1.18434585808
5,0.686984356257
6,0.745653830878
7,1.1011111379
8,1.03752663864
9,0.990100173958
10,0.917832441175
11,0.877207876844
12,0.849452300934
