State,PERMVIT,COUNTY,CITY,DAY,MONTH,DAY_WEEK,HOUR,MINUTE,LGT_COND,WEATHER,DRUNK_DR,FATALS
1.08766125187,-0.12385964266,-0.778810849527,-1.15717474999,0.502964359176,0.66274205015,-1.48115548239,0.929866271144,0.392234497787,0.828035158542,-0.249483094775,1.59585356355,-0.22611441375
-0.902192539535,-0.644406260265,0.0065191965454,-0.946510724534,1.29936928452,-1.11061345951,0.911128579492,-0.98214432796,0.22518949988,0.828035158542,0.595934152114,1.59585356355,-0.22611441375
1.39857590677,0.396686974945,-0.43403180491,-0.779325269447,0.161647962598,-0.223935704681,-0.04578504526,-0.769698705837,1.17177782135,-0.894549366992,-0.249483094775,-0.578421455249,-0.22611441375
-0.902192539535,-0.644406260265,-0.0509439775574,-0.510172214816,-1.65870615248,-1.11061345951,-1.48115548239,-0.238584650531,0.336552831818,-0.894549366992,-0.249483094775,-0.578421455249,-0.22611441375
1.33639297579,-0.644406260265,0.217217501589,-0.341951555673,-1.65870615248,1.25386055337,-1.48115548239,0.61119783796,-1.38957881322,-0.894549366992,-0.249483094775,-0.578421455249,-0.22611441375
-1.27529012542,-0.644406260265,-0.51064937038,-0.712037005789,-1.54493402029,0.95830130176,0.911128579492,-0.875921516899,-0.498672157718,0.828035158542,-0.249483094775,-0.578421455249,-0.22611441375
-1.27529012542,1.43778021015,-0.242487891234,-0.032943144876,0.958052887945,-1.70173196273,1.38958539187,-0.98214432796,-0.220263827873,-0.0332571042251,-0.249483094775,1.59585356355,-0.22611441375
-0.529094953647,-0.644406260265,0.696077285779,-0.471352062706,0.844280755753,0.66274205015,-0.04578504526,-0.026139028408,-1.38957881322,-0.894549366992,-0.249483094775,-0.578421455249,-0.22611441375
-1.39965598739,1.43778021015,-0.683038892689,-0.963073989435,0.730508623561,-0.223935704681,-1.00269867001,0.186306593715,-0.498672157718,-0.894549366992,-0.249483094775,-0.578421455249,-0.22611441375
0.776746596961,-0.644406260265,-0.395723022174,-0.305719413703,-0.0658963017864,-1.40617271112,-1.48115548239,-0.769698705837,-1.6123054771,0.828035158542,0.595934152114,1.59585356355,-0.22611441375
-0.65346081561,-0.12385964266,-0.261642282601,-0.378183697642,0.275420094791,-0.223935704681,0.432671767116,-0.663475894776,1.11609615539,-0.894549366992,-0.249483094775,-0.578421455249,-0.22611441375
0.528014873035,-0.12385964266,-0.855428414997,-1.2218750035,-0.976073359326,0.95830130176,-0.04578504526,-0.238584650531,0.782006159571,-0.894549366992,-0.249483094775,-0.578421455249,-0.22611441375
1.33639297579,0.917233592549,3.89486064417,-0.776737259306,0.844280755753,0.66274205015,-0.04578504526,1.03608908221,-0.275945493842,-0.0332571042251,-0.249483094775,-0.578421455249,-0.22611441375
-1.27529012542,-0.12385964266,-0.51064937038,-0.212551048639,-1.08984549152,1.54941980498,-1.48115548239,0.292529404776,-1.6123054771,-0.894549366992,-0.249483094775,-0.578421455249,-0.22611441375
1.33639297579,-0.12385964266,3.33938329451,0.0307219045846,0.616736491368,-1.11061345951,1.38958539187,-1.19458995008,-0.220263827873,0.828035158542,-0.155547845121,1.59585356355,3.0073425814
0.776746596961,-0.644406260265,-0.702193284056,0.0747180769761,0.389192226983,-0.519494956291,-0.524241857636,0.823643460083,0.782006159571,-0.0332571042251,-0.249483094775,-0.578421455249,-0.22611441375
-0.0938144367779,-0.644406260265,-0.663884501321,-0.576942876446,-0.520984830556,1.54941980498,0.911128579492,0.717420649021,0.392234497787,-0.0332571042251,0.126257903842,-0.578421455249,-0.22611441375
-1.3374730564,-0.644406260265,0.274680675692,-0.0365663590729,1.6406856811,0.95830130176,0.911128579492,-1.30081276114,-1.16685214935,-0.0332571042251,-0.249483094775,-0.578421455249,-0.22611441375
1.27421004481,0.396686974945,0.332143849795,-1.02518623281,0.502964359176,-1.70173196273,-0.524241857636,0.929866271144,-1.22253381532,0.828035158542,0.595934152114,1.59585356355,-0.22611441375
