i,ev
0,1.45905294824
1,0.560660677165
2,1.28167701203
3,0.6670812473
4,0.713325976159
5,0.763656790584
6,1.19827885458
7,0.881232216459
8,0.90668920364
9,1.082183661
10,1.0709070174
11,0.984922214357
12,0.991242701779
