i,ev
MONTH,0.116158215269
FATALS,0.044635353165
State,0.102036951057
DAY,0.0531077143015
LGT_COND,0.0567893525699
DAY_WEEK,0.0607962925399
DRUNK_DR,0.0953974516902
MINUTE,0.0701567147546
COUNTY,0.0721833980224
PERMVIT,0.0861548738221
WEATHER,0.0852571169607
CITY,0.0784116894021
HOUR,0.0789148764451
