a1,a2
0.18996467971119096,-0.1809376712602612
0.8525774770102343,0.09524216907980276
-4.176351747153017,6.620295820552089
0.8777292059632339,0.11792986252101349
-0.7666066381613803,-0.5882335324021263
-0.31821036833302263,-0.3956114841195098
0.139265801115836,-0.2079222846061991
-0.61346601741951,-0.5260228122382096
-0.9013343161006786,-0.6422715229119654
1.3352053754088007,0.30561906203297373
-0.05653778355652139,-0.28330734701136207
1.1077644192044327,0.2110697695961482
-0.25972871863426994,-0.37285502686148997
-0.7100706812388222,-0.5644200361222697
1.5535664319997973,0.405101203242004
-0.6851720958511026,-0.55977076987524
-1.1025795584032072,-0.7328762417843472
-0.038124840754591854,-0.27513461735756967
2.4962647568806964,0.8017579103455039
2.550855021025796,0.8266284456466961
-0.37604345377247855,-0.41872028771790276
-0.9349173804116424,-0.6603787139229316
0.24585207237569195,-0.15677182863951006
-1.2728359934295947,-0.8039643842832916
-0.35309056116088455,-0.4130139824490124
-1.2314701580186407,-0.7900853493617493
-4.176351747153017,6.620295820552089
2.2358893006175102,0.688749080554371
1.7994203310022252,0.5078232253309263
6.0175659154033125,2.3058152219033663
-0.922990080195503,-0.6486825208623763
-1.1229381939812622,-0.7399919324162788
-1.3241834362805793,-0.8305966512872351
-0.2038413259705446,-0.3486891842410741
-0.14316083993445308,-0.3089513388124239
1.1426446120334506,0.22847226792616399
-1.06705080131676,-0.7158260897955269
1.9506152589686283,0.5710909845169738
3.5888608812067804,1.2623870693145314
1.276075161452688,0.2832149511161733
4.432613428802049,1.6400943650920332
0.36281537177111634,-0.11125891412435861
3.205685047228224,1.1070364420774605
-1.1545755655154584,-0.7591561624488208
3.318108396812073,1.1550157809766437
-1.1045252511793326,-0.7318192027624865
0.3010909007808383,-0.13225363967841794
2.4003086573168706,0.7630083401194083
0.6069767215649037,0.010558574181553345
-0.7620666883510733,-0.5906999567867431
0.6567738923420063,0.01985710667635989
-0.018414769435827004,-0.2676665803852708
-0.7291321882994656,-0.5722404194354368
-1.0657536727999903,-0.7165307824770475
-1.1604126438425342,-0.755985045382683
-1.1781770223864085,-0.7645101213773711
3.9031780373511653,1.4006187807452462
-0.16896113314280956,-0.33128668591163
-0.25454020456608906,-0.37567379758709823
-0.6279875746702913,-0.5363096199361976
-0.12889242624624805,-0.3167029583075121
-0.7384652314812264,-0.585345997858667
-0.6929548669543045,-0.5555426137872417
-0.2939603472037503,-0.3906098715317498
0.4154599431427237,-0.08533133980022532
1.4608531537294607,0.36458990131285696
-0.6803790024793227,-0.5441987670672549
-0.6587232383846264,-0.5377877691169007
1.9880897088363876,0.5870840974861692
0.7330199205832633,0.051138639928488314
-0.46681103926407225,-0.4602886286678153
-0.581828645885314,-0.5068585822056677
-1.1807712794205893,-0.7631007360146147
-0.5588757532730775,-0.5011522769364921
-0.5601728817904892,-0.5004475842552567
0.11242152295316299,-0.21151451183086986
-0.5824772101433695,-0.5065062358647724
