i,ev
MONTH,0.126440965139
FATALS,0.0405835123239
State,0.101624913122
DAY,0.0933225260973
LGT_COND,0.0900627638889
DAY_WEEK,0.052241251532
DRUNK_DR,0.056702731263
MINUTE,0.0837332370032
COUNTY,0.078897997613
PERMVIT,0.0752914848185
WEATHER,0.0697959349248
CITY,0.0667066679506
HOUR,0.0645960143245
