State,PERMVIT,DAY,MONTH,LGT_COND,WEATHER,DRUNK_DR,FATALS
10,1,3,10,2,10,0,1
10,1,19,10,3,1,0,1
10,2,19,10,1,1,1,1
10,3,23,12,1,2,0,2
10,1,13,10,2,10,0,1
10,3,12,10,5,1,0,1
10,2,2,10,1,2,0,1
10,2,7,10,1,1,0,1
10,2,5,10,2,1,1,1
10,1,3,10,2,2,1,1
10,2,21,10,1,1,0,1
10,1,21,12,3,10,1,1
10,2,17,12,1,2,0,1
10,2,9,12,1,1,0,1
10,6,29,11,1,2,0,1
10,2,25,11,2,1,0,1
10,5,8,11,3,1,0,1
10,1,22,11,2,10,0,1
10,1,20,11,2,1,0,1
10,2,20,11,2,2,1,1
10,6,14,11,1,1,0,1
10,5,14,11,2,1,0,1
10,1,2,10,3,2,1,1
10,1,29,9,1,10,0,1
10,3,27,9,2,1,1,1
10,3,26,9,2,1,0,1
10,5,29,8,1,1,0,1
10,3,14,9,2,1,0,2
10,2,12,9,2,10,1,1
10,3,11,9,1,1,0,1
10,1,1,9,2,1,0,1
10,1,19,8,3,1,0,1
10,3,9,8,2,1,0,1
10,1,15,8,2,1,0,1
10,2,16,10,2,1,1,1
10,1,22,1,2,10,0,1
10,2,6,5,3,2,0,1
11,1,30,1,1,1,0,1
11,3,23,2,1,1,0,1
11,3,22,3,3,1,1,1
11,3,19,4,3,2,0,1
11,1,28,4,1,1,0,1
11,1,11,6,1,1,0,1
11,7,11,6,2,1,0,1
11,1,15,6,1,1,0,1
11,1,10,6,1,1,0,1
11,1,5,7,3,1,1,1
11,2,14,7,2,1,1,1
11,3,19,7,3,1,0,1
11,2,21,8,1,1,0,1
11,2,26,7,1,1,1,1
11,1,3,9,1,1,0,1
11,1,19,9,1,1,0,1
11,1,8,10,3,1,0,1
11,1,13,10,3,1,0,1
11,3,17,10,1,1,0,1
11,1,12,11,3,1,0,1
11,2,21,11,3,1,1,1
11,1,11,12,1,1,0,1
11,3,19,12,1,1,0,1
12,2,1,1,3,2,0,1
12,6,2,1,3,1,1,1
12,1,2,1,3,1,0,1
12,1,2,1,5,2,0,1
12,1,2,2,3,1,1,1
12,3,4,1,3,1,0,1
12,1,5,1,1,1,0,1
12,1,7,1,3,1,0,1
12,2,9,1,1,1,0,1
12,3,11,1,4,10,0,1
12,2,11,1,3,10,0,1
12,2,11,1,3,2,0,1
12,1,12,1,2,2,0,1
12,48,9,1,4,1,0,1
12,1,13,1,3,1,1,1
12,1,9,1,3,1,0,1
12,1,11,1,3,10,0,1
12,3,15,1,3,1,0,2
12,2,16,1,1,1,0,1
12,1,16,1,3,1,0,1
12,2,16,1,3,1,0,1
12,3,17,1,3,1,1,1
12,7,11,1,1,2,0,1
12,1,16,1,1,1,0,1
12,3,16,1,1,1,0,1
12,2,18,1,3,1,0,1
12,2,18,1,3,1,0,1
12,5,19,1,1,1,0,1
12,2,20,1,3,1,1,1
12,1,20,1,3,1,0,1
12,2,21,1,1,1,0,1
12,1,21,1,3,1,1,1
12,2,21,1,1,10,0,1
12,5,21,1,5,10,0,1
12,1,21,1,3,1,1,1
12,2,9,1,3,1,0,1
12,1,21,1,3,1,0,1
12,1,21,1,3,1,0,1
12,8,21,1,3,1,0,1
12,1,22,1,3,1,1,1
12,1,23,1,3,1,0,1
12,1,23,1,1,1,0,1
12,1,24,1,3,1,1,1
12,2,24,1,1,10,0,1
12,2,25,1,3,1,0,1
12,2,25,1,3,1,0,1
12,1,25,1,9,1,1,1
12,1,26,1,1,1,0,1
12,1,27,1,1,1,0,1
12,4,28,1,1,1,0,1
12,3,28,1,5,1,1,1
12,1,28,1,3,1,1,1
12,1,28,1,2,1,0,1
12,1,29,1,2,1,0,1
12,1,29,1,2,1,0,1
12,2,29,1,1,1,0,1
12,2,29,1,2,1,0,1
12,2,30,1,1,1,0,1
12,3,30,1,1,1,0,1
12,3,30,1,1,1,0,1
12,4,31,1,3,1,0,2
12,2,1,2,3,10,1,1
12,1,2,2,2,1,0,1
12,1,3,2,2,1,0,1
12,3,4,2,3,2,1,1
12,1,5,2,1,1,0,1
12,1,6,2,3,1,1,1
12,3,7,2,3,1,0,1
12,3,8,2,1,1,1,1
12,1,8,2,3,1,0,1
12,1,10,2,1,10,0,1
12,4,10,2,3,1,0,1
12,1,11,2,1,1,0,1
12,4,11,2,1,1,0,1
12,6,12,2,3,1,1,1
12,5,12,2,1,1,0,1
12,1,13,2,2,1,0,1
12,4,14,2,2,1,0,1
12,1,16,2,3,1,0,1
12,1,17,2,3,1,1,1
12,3,18,2,5,1,0,1
12,1,18,2,3,1,0,1
12,1,19,2,1,1,0,1
12,1,18,2,3,1,0,1
12,1,21,2,1,1,0,1
12,1,22,2,3,1,1,1
12,1,22,2,3,1,1,1
12,2,26,2,3,1,1,1
12,1,25,2,1,1,0,1
12,1,26,2,2,2,0,1
12,2,27,2,1,10,0,1
12,3,28,2,2,10,1,1
12,2,28,2,3,2,0,1
12,1,1,3,3,1,0,1
12,1,4,3,3,1,0,1
12,2,28,2,3,2,1,1
12,1,1,3,1,1,0,1
12,1,4,3,3,1,0,1
12,3,7,3,3,1,0,1
12,3,28,2,3,2,2,2
12,2,3,3,1,1,0,1
12,1,7,3,3,1,0,1
12,3,27,2,1,1,0,1
12,1,20,1,2,1,0,1
12,1,9,2,6,1,0,1
12,2,24,2,1,1,0,1
12,5,20,1,1,1,0,1
12,1,25,1,1,1,0,1
12,1,28,2,3,1,1,1
12,3,2,3,2,10,1,1
12,1,2,3,1,1,0,1
12,1,4,3,1,1,0,1
12,2,5,3,3,1,0,1
12,1,6,3,3,10,0,1
12,2,9,3,1,1,0,1
12,3,13,3,1,1,0,1
12,2,13,3,1,10,0,1
12,1,12,3,3,1,0,1
12,1,15,3,1,10,0,1
12,2,2,1,3,10,0,1
12,3,2,1,1,1,0,1
12,1,11,1,3,1,1,1
12,1,14,1,3,10,0,1
12,1,18,1,3,1,0,1
12,2,22,1,3,1,0,1
12,2,22,1,3,1,0,1
12,1,24,1,3,1,0,1
12,2,25,1,3,1,0,1
12,4,1,2,3,1,1,1
12,1,2,2,1,10,0,1
12,1,3,2,1,1,0,1
12,3,26,2,3,1,0,1
12,3,28,2,2,2,0,1
12,1,28,2,2,2,0,1
12,2,12,3,1,10,0,1
12,5,27,1,1,1,0,1
12,3,7,2,1,1,0,1
12,1,13,3,1,1,1,1
12,4,13,3,1,1,0,1
12,1,13,3,3,10,0,1
12,1,17,3,3,1,0,1
12,1,18,3,1,1,0,1
12,3,19,3,3,1,0,1
12,1,21,3,2,1,1,1
12,2,22,3,3,1,1,2
12,6,13,3,1,1,0,2
12,1,17,3,3,1,0,1
12,2,19,3,2,1,0,1
12,1,22,3,2,1,0,1
12,7,4,3,1,1,0,2
12,2,26,3,1,10,0,1
12,3,21,3,2,1,0,1
12,1,23,3,3,1,1,1
12,1,24,3,3,2,0,1
12,2,24,3,1,1,0,1
12,1,19,1,1,1,0,1
12,1,22,2,3,1,0,1
12,3,3,3,3,1,0,1
12,2,6,3,3,10,1,1
12,5,7,3,1,2,0,1
12,5,22,3,1,1,0,1
12,2,25,3,1,1,0,1
12,1,27,3,3,10,1,1
12,1,28,3,3,1,1,1
12,8,3,1,2,1,0,1
12,1,3,1,3,1,0,1
12,1,4,1,2,1,0,1
12,4,10,1,3,1,0,1
12,1,16,1,3,10,1,3
12,4,20,1,1,10,0,1
12,5,27,1,3,1,0,1
12,1,29,1,1,1,0,1
12,2,31,1,3,1,0,1
12,1,12,2,1,1,1,1
12,1,1,3,3,2,1,1
12,1,6,3,3,10,0,1
12,3,22,3,1,1,0,1
12,1,14,3,1,1,0,1
12,3,1,4,1,1,0,2
12,1,1,4,3,1,0,2
12,12,4,4,1,1,0,3
12,2,17,1,1,1,0,1
12,1,1,2,3,1,0,1
12,4,15,2,1,1,0,1
12,8,2,3,1,10,0,4
12,2,13,3,3,1,0,1
12,1,25,3,1,1,0,1
12,1,27,3,3,2,0,1
12,1,29,3,1,1,0,1
12,2,30,3,3,1,1,1
12,4,31,3,1,1,0,1
12,1,3,4,3,1,1,1
12,1,4,4,3,1,1,1
12,3,5,4,3,1,1,1
12,2,5,4,3,2,0,1
12,3,16,3,3,1,0,1
12,1,3,4,3,1,0,2
12,1,4,4,1,1,0,1
12,2,5,4,1,1,0,1
12,2,13,3,1,10,0,1
12,2,22,3,3,1,1,1
12,1,27,3,2,10,1,1
12,2,29,3,3,10,1,2
12,1,11,4,1,1,1,1
12,1,13,4,1,1,0,1
12,1,3,4,3,1,1,1
12,1,12,4,1,1,1,1
12,2,13,4,2,1,0,1
12,1,8,4,3,1,0,1
12,1,10,4,1,10,0,1
12,2,13,4,3,1,0,1
12,2,8,4,3,1,0,1
12,10,16,4,4,10,0,1
12,3,1,3,3,1,1,1
12,2,28,3,2,1,0,1
12,1,23,1,3,10,0,1
12,2,5,3,4,10,0,1
12,1,15,4,2,1,0,1
12,1,18,4,1,10,0,1
12,4,19,4,1,2,2,1
12,1,7,3,1,1,0,1
12,1,20,3,3,1,0,1
12,1,11,4,3,1,0,1
12,2,12,4,1,1,0,1
12,1,4,4,3,1,1,1
12,4,11,4,3,1,0,1
12,2,11,4,3,1,1,1
12,3,16,4,1,1,0,2
12,1,12,3,3,1,0,1
12,1,21,4,1,1,1,1
12,1,23,4,6,1,0,1
12,1,23,4,3,1,1,1
12,1,10,4,3,1,0,1
12,2,18,4,3,1,0,1
12,1,19,4,1,1,0,1
12,2,25,4,3,1,0,2
12,1,18,4,1,10,1,1
12,1,22,4,3,1,1,1
12,1,25,4,3,1,1,1
12,1,24,4,4,1,1,1
12,2,27,4,1,1,0,1
12,2,28,4,1,10,0,1
12,2,17,4,1,1,0,1
12,1,18,4,3,10,1,1
12,4,18,4,3,1,0,2
12,1,23,4,1,10,0,1
12,1,1,5,3,1,1,1
12,4,2,5,3,1,0,2
12,5,16,1,3,10,0,2
12,3,6,4,3,1,0,1
12,1,14,4,3,10,1,1
12,2,24,4,1,1,0,1
12,1,26,4,3,1,1,1
12,2,30,4,3,10,0,1
12,2,2,5,5,1,0,1
12,2,1,2,3,1,0,2
12,1,20,4,2,1,0,1
12,3,20,4,2,1,0,1
12,2,3,5,1,1,0,1
12,3,5,5,1,1,0,3
12,1,5,5,2,2,0,1
12,2,18,4,1,1,0,1
12,2,21,1,1,1,0,1
12,3,6,4,1,1,0,1
12,2,17,4,3,10,0,1
12,1,28,2,3,1,0,1
12,2,13,4,1,10,0,1
12,1,9,5,6,1,0,1
12,1,1,1,2,1,0,1
12,1,3,5,1,1,0,1
12,2,9,5,3,1,0,1
12,1,4,5,3,1,0,1
12,1,1,1,1,10,0,1
12,4,6,1,1,1,0,1
12,1,7,1,6,1,0,1
12,1,8,1,3,10,0,1
12,1,9,1,3,1,0,1
12,1,9,1,3,1,0,1
12,1,10,1,3,1,0,1
12,2,11,1,3,1,1,1
12,1,14,1,3,1,0,1
12,1,14,1,3,1,0,1
12,2,15,1,1,10,0,1
12,1,16,1,3,1,0,1
12,2,16,1,3,2,1,1
12,3,18,1,1,1,1,2
12,1,23,1,2,10,0,1
12,4,23,1,2,2,0,1
12,1,7,2,2,1,0,1
12,5,8,2,1,1,0,1
12,3,8,2,1,1,0,1
12,1,12,2,1,1,0,1
12,2,15,2,1,1,0,1
12,1,19,2,1,1,0,1
12,2,23,2,3,1,0,1
12,2,24,2,1,10,0,1
12,2,2,3,5,1,0,1
12,2,8,3,1,1,0,1
12,1,20,3,1,1,0,1
12,2,22,3,1,1,0,1
12,2,24,3,3,1,0,1
12,1,28,3,1,1,0,1
12,3,5,4,3,10,0,1
12,3,9,4,3,1,1,1
12,2,9,4,1,1,0,1
12,2,11,4,3,1,0,1
12,1,12,4,3,10,1,1
12,7,18,4,1,1,1,1
12,1,24,4,1,1,0,1
12,8,25,4,1,1,1,1
12,2,1,5,3,1,0,1
12,1,4,5,2,1,0,1
12,3,7,5,1,1,0,1
12,1,9,5,3,1,1,1
12,2,9,5,1,10,0,2
12,2,9,5,1,1,0,1
12,1,11,5,1,1,0,1
12,1,10,3,1,1,0,1
12,2,28,3,3,1,0,1
12,1,31,3,3,1,0,1
12,1,3,4,1,1,0,1
12,2,4,4,3,1,1,1
12,1,4,4,1,1,0,1
12,1,5,4,2,1,0,1
12,1,16,4,4,1,0,1
12,1,4,5,2,1,0,1
12,3,8,5,3,1,1,1
12,7,9,5,3,1,0,2
12,2,11,5,2,10,0,1
12,8,17,5,3,1,0,1
12,1,6,5,3,1,0,1
12,2,11,5,3,1,1,1
12,1,8,5,1,1,0,1
12,2,8,5,1,10,1,1
12,1,10,5,1,1,0,1
12,2,15,5,1,1,0,1
12,1,16,5,3,1,0,1
12,1,18,5,3,1,0,1
12,1,24,5,2,1,0,1
12,1,26,5,1,10,0,1
12,3,17,5,2,1,1,1
12,1,25,5,1,1,0,1
12,6,24,1,3,10,1,1
12,3,4,4,1,1,0,1
12,2,18,4,3,1,0,1
12,2,9,5,3,1,0,1
12,1,10,5,1,1,0,1
12,5,10,5,3,1,0,1
12,2,21,5,1,1,0,1
12,3,4,5,1,1,0,1
12,1,24,5,2,10,1,1
12,1,23,5,3,1,0,1
12,2,23,5,3,1,0,1
12,1,14,2,3,1,1,1
12,1,26,3,3,1,0,1
12,2,18,4,1,1,1,1
12,1,1,5,3,1,0,1
12,1,10,5,1,1,0,1
12,2,12,5,1,1,0,1
12,2,16,5,1,1,1,1
12,1,19,5,1,1,0,1
12,1,21,5,3,10,0,1
12,2,23,5,1,1,0,1
12,1,26,5,1,1,0,1
12,7,28,5,1,10,0,1
12,1,8,3,3,1,0,1
12,6,20,3,1,1,0,1
12,2,2,5,2,1,0,1
12,2,13,5,3,10,2,1
12,1,23,5,3,1,1,1
12,3,24,5,3,1,1,1
12,5,28,5,2,1,0,2
12,4,27,1,3,1,0,1
12,2,22,2,3,1,0,1
12,1,1,1,3,1,1,1
12,1,28,4,2,1,0,1
12,2,19,5,3,1,0,1
12,2,16,5,1,1,1,1
12,1,29,5,1,1,1,1
12,2,1,6,3,1,1,2
12,1,3,6,1,1,0,1
12,2,5,6,3,1,1,1
12,1,7,6,1,1,0,1
12,2,7,6,1,1,1,1
12,2,22,2,1,1,0,1
12,2,14,5,1,1,0,1
12,2,1,6,2,1,0,1
12,1,4,6,3,1,1,1
12,1,7,5,1,1,0,1
12,2,6,2,3,1,0,1
12,1,28,4,1,10,0,1
12,3,28,4,1,2,0,1
12,1,1,5,1,10,0,1
12,4,6,5,1,1,0,1
12,1,12,5,3,1,0,1
12,2,12,5,3,1,0,1
12,2,18,5,1,1,0,1
12,1,19,5,3,1,0,1
12,1,29,5,2,1,0,1
12,2,1,6,3,1,0,2
12,3,7,6,1,10,1,1
12,6,10,6,1,2,1,1
12,1,12,6,3,1,0,1
12,1,13,6,3,1,0,1
12,2,13,6,1,1,0,1
12,1,9,6,1,1,0,1
12,1,16,2,2,1,0,1
12,6,22,3,1,1,1,1
12,2,25,5,1,1,0,1
12,2,28,5,3,1,1,1
12,5,3,6,3,1,0,1
12,1,6,6,1,1,0,1
12,3,7,6,1,10,0,2
12,4,7,6,1,1,0,1
12,1,9,6,3,2,0,1
12,1,10,6,1,10,0,1
12,1,10,6,1,1,1,1
12,4,11,6,3,1,0,1
12,3,11,6,1,1,0,1
12,3,6,6,2,1,0,2
12,15,15,6,1,1,0,1
12,2,16,6,3,1,0,1
12,1,18,6,2,1,1,1
12,2,19,6,1,1,0,1
12,2,20,6,3,1,0,1
12,1,21,6,1,1,1,1
12,3,5,1,5,1,0,1
12,3,8,6,3,1,1,2
12,1,30,4,1,10,1,1
12,3,2,6,3,2,0,1
12,2,5,6,1,1,0,1
12,1,7,6,1,10,1,1
12,1,17,6,3,1,0,1
12,3,30,4,1,1,0,1
12,2,12,4,2,1,1,1
12,2,24,6,3,1,0,1
12,1,27,6,3,1,0,1
12,1,8,6,1,1,0,1
12,2,10,6,1,1,0,1
12,2,12,7,3,1,1,1
12,1,23,6,1,1,0,1
12,1,26,6,2,10,0,1
12,1,27,6,3,1,0,1
12,1,3,6,1,1,0,1
12,4,25,6,1,1,0,2
12,1,28,6,2,10,1,1
12,1,29,6,3,1,0,1
12,6,29,6,3,1,0,1
12,6,11,5,1,1,0,1
12,3,29,5,3,1,0,1
12,1,1,7,3,1,0,1
12,2,1,7,1,1,0,1
12,2,3,7,3,10,0,1
12,3,3,6,1,1,0,1
12,3,4,6,1,10,0,1
12,1,15,6,3,1,0,1
12,3,16,6,1,1,0,1
12,1,20,6,1,1,0,1
12,1,20,6,3,1,0,1
12,1,21,6,3,1,0,1
12,1,21,6,1,1,0,1
12,2,25,6,3,1,1,1
12,2,29,4,1,1,0,1
12,2,29,6,1,2,0,1
12,1,30,6,3,1,0,1
12,1,30,4,1,1,1,1
12,2,3,7,1,1,0,1
12,5,4,7,3,1,1,2
12,5,9,1,3,1,0,1
12,3,28,6,3,1,1,1
12,5,12,6,3,1,1,1
12,5,27,6,5,1,0,1
12,1,4,4,3,10,0,1
12,2,17,4,3,1,0,1
12,2,1,7,1,10,0,1
12,6,11,7,1,1,0,1
12,5,13,6,1,1,0,1
12,2,30,6,1,1,0,1
12,2,2,7,3,1,0,1
12,2,4,7,1,1,0,1
12,2,5,7,3,10,1,1
12,1,11,7,1,10,0,1
12,7,3,5,1,1,1,1
12,5,16,5,3,1,1,1
12,4,24,5,1,1,1,1
12,1,27,5,1,1,0,1
12,1,31,5,3,1,0,1
12,2,4,6,3,1,0,1
12,2,13,6,6,1,0,1
12,3,15,5,1,1,0,1
12,1,13,6,1,10,0,1
12,2,15,6,2,1,0,1
12,1,15,6,3,1,1,1
12,3,8,7,5,10,0,1
12,7,11,7,3,1,1,2
12,3,14,7,3,1,1,1
12,1,16,7,1,2,0,1
12,1,16,7,3,1,0,1
12,1,24,3,2,1,1,1
12,1,18,2,2,1,0,1
12,9,19,4,1,10,0,1
12,2,16,5,1,1,0,1
12,1,13,6,3,1,0,1
12,1,23,5,3,5,0,1
12,3,18,7,4,1,1,2
12,2,21,7,1,1,0,1
12,1,18,7,1,2,0,1
12,1,21,7,2,1,0,1
12,1,22,7,1,1,0,1
12,1,8,5,3,1,0,1
12,2,9,5,3,1,1,1
12,1,2,7,3,1,0,1
12,2,12,7,2,1,0,1
12,1,13,7,1,1,0,1
12,2,18,7,2,10,1,1
12,3,19,7,1,1,0,1
12,2,19,7,1,1,1,1
12,3,21,7,3,1,0,1
12,1,21,7,1,1,0,1
12,2,25,7,3,1,1,1
12,3,13,7,1,1,1,1
12,5,31,5,1,1,1,1
12,4,13,7,2,1,0,1
12,1,22,7,1,2,1,1
12,4,23,7,1,10,0,1
12,1,27,7,2,1,0,2
12,1,27,7,1,2,0,1
12,2,28,7,1,1,0,1
12,1,19,7,3,1,1,1
12,1,24,7,2,1,0,1
12,1,2,8,5,1,1,1
12,2,2,7,3,1,0,1
12,1,29,7,1,1,0,1
12,4,31,7,5,1,2,1
12,1,31,7,1,1,0,1
12,1,3,5,1,1,0,1
12,6,23,7,1,1,0,1
12,1,26,7,3,10,0,1
12,2,30,7,1,10,0,1
12,1,2,8,2,2,1,1
12,1,6,3,3,1,0,1
12,2,4,6,1,1,1,1
12,1,10,7,1,1,0,1
12,1,5,8,3,10,0,1
12,1,2,8,3,10,0,1
12,2,22,7,1,1,0,1
12,1,6,8,1,10,0,1
12,1,8,8,5,1,0,1
12,3,5,5,1,10,0,1
12,1,13,2,3,1,1,1
12,2,18,7,1,1,0,1
12,1,19,7,3,1,0,1
12,1,21,7,3,10,0,1
12,2,30,7,3,1,0,2
12,1,8,8,2,10,0,1
12,8,12,8,1,1,0,1
12,2,14,8,3,1,0,1
12,1,22,2,3,1,0,1
12,7,12,6,1,1,0,1
12,3,3,7,3,1,1,1
12,1,17,7,1,10,0,1
12,1,17,7,1,1,0,1
12,4,17,7,1,1,0,1
12,2,21,7,3,1,0,1
12,1,26,7,1,1,0,1
12,4,25,7,1,10,0,1
12,4,12,6,1,1,0,1
12,2,15,7,4,1,0,1
12,3,16,7,1,10,0,1
12,1,2,8,3,10,1,1
12,2,2,8,3,1,0,1
12,6,9,8,2,2,0,1
12,4,16,8,1,10,0,1
12,3,9,7,2,1,0,1
12,1,4,8,1,1,0,1
12,1,18,8,2,10,0,1
12,1,18,8,3,10,0,1
12,1,19,8,3,1,1,1
12,1,19,8,3,1,0,1
12,1,24,4,3,98,0,1
12,1,3,5,3,1,1,1
12,1,23,6,3,2,0,1
12,1,28,6,3,1,0,1
12,2,4,7,3,10,1,1
12,1,13,7,3,1,0,1
12,2,22,7,2,1,0,1
12,2,25,7,3,1,0,1
12,5,30,7,1,1,1,2
12,1,1,8,3,10,1,1
12,2,3,8,1,1,0,1
12,1,4,8,1,1,0,1
12,1,7,8,3,1,1,1
12,3,22,8,3,1,0,1
12,3,22,8,3,10,0,1
12,4,31,7,2,1,0,2
12,2,13,8,3,1,0,1
12,1,19,8,3,1,0,1
12,1,17,8,1,1,0,1
12,2,18,8,1,1,0,1
12,4,23,8,1,1,0,1
12,1,23,8,3,1,1,1
12,3,24,8,1,1,1,1
12,1,25,8,1,1,0,1
12,4,17,7,2,1,0,2
12,1,3,4,1,1,0,1
12,3,8,8,1,1,0,2
12,6,10,8,1,1,0,2
12,7,13,8,3,1,1,1
12,2,2,6,1,10,0,1
12,3,1,8,3,1,0,1
12,1,18,8,2,1,0,1
12,8,23,8,2,1,1,3
12,1,18,8,1,1,0,1
12,2,19,8,1,1,0,1
12,2,25,8,1,1,0,1
12,3,20,8,1,10,0,1
12,1,26,8,3,1,1,1
12,2,27,8,1,1,0,1
12,3,24,7,1,2,0,1
12,2,23,8,3,1,0,1
12,1,23,8,5,10,0,1
12,3,27,8,3,1,0,1
12,2,31,8,3,10,1,1
12,1,17,8,1,1,0,1
12,2,30,8,1,1,0,1
12,2,25,8,2,10,0,1
12,2,26,8,3,10,0,1
12,1,28,8,1,1,0,1
12,1,29,8,3,2,0,1
12,5,31,8,3,10,0,1
12,1,1,9,3,1,0,1
12,1,2,9,3,1,0,1
12,3,2,9,3,1,1,1
12,3,12,8,1,1,0,1
12,3,21,8,1,2,0,1
12,2,22,8,1,10,0,1
12,2,11,8,2,1,0,1
12,1,26,8,1,1,0,1
12,2,29,8,2,1,1,1
12,1,3,9,3,1,0,1
12,1,16,8,3,1,1,1
12,3,29,8,4,1,0,1
12,5,6,9,3,1,2,3
12,1,3,9,3,1,1,1
12,2,7,9,3,1,0,1
12,1,24,6,3,1,0,1
12,1,25,8,2,1,0,1
12,4,3,9,1,1,1,1
12,1,3,9,2,1,0,1
12,3,22,8,3,2,0,1
12,1,31,8,1,10,0,1
12,2,31,8,3,1,0,1
12,1,6,9,1,1,1,1
12,2,8,9,3,1,0,1
12,3,27,9,1,10,0,1
12,1,6,8,3,1,0,1
12,1,20,8,1,10,0,1
12,3,12,6,3,1,0,1
12,1,4,9,1,1,0,1
12,1,5,9,3,1,0,1
12,1,29,9,2,10,0,1
12,4,12,9,1,1,0,1
12,4,12,7,2,1,0,4
12,2,23,7,3,1,1,1
12,3,17,8,3,10,0,1
12,3,22,8,1,1,0,2
12,3,28,8,3,1,1,1
12,1,31,8,1,1,0,1
12,1,8,9,1,10,0,1
12,4,12,9,2,2,0,1
12,1,12,9,2,10,0,1
12,1,13,9,2,1,0,1
12,2,15,9,5,1,0,1
12,1,13,6,3,1,0,1
12,2,28,6,3,1,0,1
12,2,18,7,3,1,0,1
12,1,5,8,1,1,0,1
12,1,6,9,2,1,0,1
12,3,16,9,3,2,1,1
12,2,15,9,1,2,0,1
12,4,15,9,3,1,0,3
12,1,16,9,3,2,0,1
12,1,17,9,3,10,0,1
12,1,15,9,3,10,0,1
12,1,17,9,2,1,0,1
12,1,18,9,1,10,0,1
12,2,20,9,3,1,0,1
12,1,24,9,3,1,0,1
12,1,17,9,3,10,0,1
12,1,18,9,2,1,0,1
12,1,20,9,1,1,0,1
12,1,1,9,1,10,0,1
12,1,6,10,3,10,0,1
12,1,11,5,3,1,0,1
12,2,15,7,3,1,0,1
12,8,25,7,1,1,0,1
12,3,25,8,1,1,0,1
12,5,5,9,1,1,0,1
12,4,13,9,3,1,0,1
12,1,15,9,1,1,0,1
12,1,16,9,1,1,1,1
12,4,18,9,3,10,0,2
12,2,18,9,2,10,0,1
12,4,19,9,3,1,0,1
12,2,19,9,1,1,0,1
12,2,27,6,1,10,0,1
12,2,23,9,1,1,0,1
12,2,25,9,2,1,0,1
12,2,5,6,1,1,0,1
12,1,12,9,3,1,0,1
12,1,25,6,3,1,1,1
12,2,24,8,1,1,0,1
12,2,18,9,1,1,0,1
12,1,27,9,3,10,1,1
12,4,27,9,3,1,0,1
12,2,21,9,1,1,0,2
12,2,11,9,1,1,0,1
12,4,19,9,3,1,0,1
12,1,22,9,1,1,0,1
12,1,26,9,3,2,0,1
12,1,27,9,2,1,0,1
12,3,3,10,3,1,1,1
12,2,23,8,3,1,0,2
12,2,15,9,1,1,0,1
12,1,24,9,3,10,1,1
12,1,5,10,1,1,0,1
12,2,3,8,3,2,1,1
12,1,9,9,3,1,0,1
12,1,5,9,2,10,0,1
12,2,3,10,2,1,0,1
12,2,8,10,1,10,0,1
12,1,5,10,3,1,0,1
12,1,7,10,5,10,0,1
12,2,10,10,2,1,0,1
12,2,30,9,1,1,0,1
12,2,7,10,1,1,0,1
12,1,5,10,4,1,0,1
12,3,14,8,1,10,1,1
12,1,4,9,2,1,0,1
12,2,30,9,3,10,0,1
12,2,9,10,1,10,1,1
12,4,9,10,1,1,0,1
12,1,10,10,3,1,0,1
12,1,11,10,1,1,0,1
12,2,26,2,2,1,0,1
12,1,14,10,4,1,0,1
12,1,11,9,2,1,1,1
12,1,4,8,3,10,0,1
12,1,4,9,3,1,0,1
12,1,29,9,3,10,0,1
12,2,1,10,1,1,0,1
12,2,10,10,2,1,0,1
12,2,14,10,1,1,0,1
12,1,7,10,3,1,0,1
12,1,31,7,1,10,0,1
12,6,19,8,5,1,0,2
12,2,20,8,1,1,0,1
12,3,11,9,1,1,0,1
12,2,9,8,3,1,1,1
12,2,14,8,3,1,0,1
12,1,20,8,3,1,0,1
12,4,21,8,1,1,0,1
12,2,22,8,1,10,0,1
12,2,22,8,1,1,0,1
12,1,25,8,3,1,0,1
12,2,28,8,1,1,0,1
12,5,30,8,3,2,0,1
12,4,30,8,2,2,1,1
12,1,7,10,3,1,0,1
12,3,7,10,1,1,0,1
12,1,8,10,1,1,0,1
12,2,12,10,3,1,0,1
12,3,13,10,1,1,0,1
12,4,15,10,3,1,1,1
12,9,16,10,1,1,0,2
12,1,16,10,3,1,0,1
12,2,17,10,2,1,0,1
12,2,17,10,1,10,0,1
12,2,18,10,3,1,1,1
12,1,18,10,6,1,0,1
12,2,21,10,3,1,1,1
12,2,22,10,1,1,0,1
12,1,23,10,3,10,0,1
12,1,23,10,3,1,0,1
12,1,24,10,2,1,1,1
12,1,25,10,3,1,0,1
12,7,11,6,1,1,0,1
12,11,23,8,3,1,0,1
12,2,5,9,2,1,1,1
12,2,6,10,1,1,0,1
12,4,13,10,3,1,0,1
12,2,16,10,3,10,0,1
12,1,21,10,1,1,0,1
12,1,29,10,3,1,0,1
12,6,25,10,3,1,1,1
12,3,27,10,5,2,1,1
12,1,28,10,2,2,0,1
12,3,29,10,5,1,0,1
12,1,25,10,3,1,0,1
12,1,30,1,1,1,0,1
12,1,21,2,3,1,0,1
12,1,11,6,3,1,0,1
12,1,22,7,1,1,0,1
12,2,29,8,3,1,0,1
12,3,25,9,2,10,0,1
12,1,28,9,1,10,0,1
12,1,3,10,3,1,0,1
12,4,3,10,1,1,0,1
12,1,6,10,3,1,0,1
12,3,11,10,1,1,0,1
12,2,15,10,3,1,0,1
12,2,16,10,1,10,0,1
