State,PERMVIT,DAY,MONTH,LGT_COND,WEATHER,DRUNK_DR,FATALS
1,3,18,11,1,2,0,1
1,1,1,12,3,2,0,1
1,1,4,12,3,1,0,1
1,1,5,12,3,1,0,1
1,3,5,12,2,1,0,1
1,1,9,12,3,1,0,1
1,2,10,12,2,1,0,1
1,2,9,12,2,1,1,1
1,6,19,12,2,1,0,1
1,2,9,12,2,1,0,1
1,1,13,12,1,10,0,1
1,1,17,12,1,10,0,1
1,4,16,12,1,2,0,1
1,1,21,12,3,2,0,1
1,2,22,12,2,5,0,1
1,1,23,12,3,2,1,1
1,2,23,12,1,1,0,1
1,1,3,10,4,10,1,1
1,5,16,12,1,10,0,3
1,1,17,12,2,1,0,1
1,3,19,12,1,1,0,1
1,1,27,12,1,10,0,1
1,2,29,12,1,10,0,1
1,1,2,9,1,10,0,1
1,1,26,10,1,2,0,1
1,1,8,10,1,1,0,1
1,2,28,10,1,1,0,1
1,4,11,11,3,10,0,1
1,2,3,11,1,2,0,1
1,1,25,12,6,1,0,1
1,2,13,10,1,10,0,1
1,1,7,11,2,1,1,1
1,1,6,9,3,1,0,1
1,4,11,8,1,1,0,1
1,1,2,12,1,10,0,1
2,1,5,2,3,1,1,1
2,2,9,1,3,1,0,1
2,2,21,1,3,1,0,1
2,2,7,2,2,1,1,1
2,5,4,3,1,10,0,1
2,6,12,3,1,1,0,1
2,2,22,3,2,1,1,1
2,1,27,3,1,1,0,1
2,5,3,4,1,1,0,2
2,1,4,4,1,1,1,1
2,1,6,4,3,1,0,1
2,1,19,4,1,10,1,1
2,1,19,4,3,2,1,1
2,1,3,5,1,1,1,1
2,2,9,5,1,10,0,1
2,2,16,5,1,1,0,1
2,1,5,4,1,1,1,1
2,1,2,5,1,1,1,1
2,4,27,5,1,1,1,1
2,1,26,4,5,1,1,1
2,1,29,5,1,1,0,1
2,1,23,5,1,10,0,1
2,1,11,6,1,1,1,1
2,1,13,6,1,1,1,1
2,1,19,6,1,10,0,1
2,1,17,6,1,1,0,1
2,6,3,7,1,1,1,1
2,5,3,7,3,1,1,1
2,1,6,7,3,10,0,1
2,2,20,6,1,10,0,1
2,5,24,7,5,1,0,2
2,1,25,7,2,10,0,1
2,1,31,7,3,1,0,1
2,3,25,7,5,1,0,1
2,18,31,7,1,1,0,1
2,4,5,8,1,1,0,2
2,6,12,8,3,5,0,1
2,6,23,7,1,10,0,1
2,1,11,8,5,1,1,1
2,2,29,8,1,1,0,1
2,1,6,9,3,10,1,1
2,3,21,9,2,1,0,1
2,1,2,10,3,2,0,1
2,3,29,9,1,12,0,1
2,1,4,10,1,10,1,1
2,1,8,7,1,1,1,1
2,2,9,9,1,10,0,1
2,1,10,10,3,2,1,1
2,1,11,10,3,1,1,1
2,2,14,10,1,2,0,1
2,2,27,10,1,10,0,1
2,2,19,11,1,4,0,1
2,2,25,11,3,10,1,1
2,3,28,11,4,10,0,1
2,4,1,12,2,1,0,3
2,1,5,12,6,4,1,1
2,1,22,12,2,1,0,1
2,1,24,12,3,1,0,1
2,2,14,11,2,4,0,1
2,2,29,12,2,10,1,1
4,1,3,1,1,1,0,1
4,3,4,1,2,1,1,1
4,2,5,1,4,1,0,1
4,3,9,1,2,1,0,1
4,2,11,1,2,1,0,2
4,2,11,1,1,10,1,1
4,5,14,1,4,5,0,2
4,1,14,1,1,1,0,1
4,6,14,1,1,1,0,1
4,6,14,1,3,1,0,1
4,4,16,1,1,1,0,1
4,3,16,1,1,1,0,1
4,3,17,1,1,1,0,1
4,1,24,1,3,1,1,1
4,2,24,1,1,1,0,1
4,4,25,1,3,1,1,1
4,1,26,1,3,1,1,1
4,4,27,1,3,10,1,1
4,3,28,1,1,1,1,1
4,4,31,1,2,2,0,1
4,8,8,1,1,1,0,1
4,1,9,1,2,1,1,1
4,3,9,1,4,10,0,1
4,2,9,1,3,1,2,1
4,2,12,1,1,10,1,1
4,2,14,1,3,1,1,1
4,3,15,1,1,1,0,1
4,5,24,1,3,1,0,1
4,1,11,1,2,2,0,1
4,1,23,1,3,10,1,1
4,6,24,1,2,1,1,1
4,2,26,1,1,1,0,1
4,2,31,1,1,10,0,1
4,2,8,1,3,1,1,1
4,1,9,1,9,99,0,1
4,3,10,1,1,99,0,1
4,4,11,1,2,1,0,1
4,1,14,1,3,1,0,1
4,1,17,1,3,1,1,1
4,1,19,1,3,1,1,1
4,1,22,1,9,99,0,1
4,3,5,2,1,1,0,1
4,2,7,2,1,1,0,1
4,2,7,2,2,1,0,1
4,6,9,2,1,1,1,1
4,1,11,2,2,1,0,1
4,3,12,2,2,1,0,1
4,1,13,2,1,1,0,1
4,1,15,2,3,1,0,1
4,1,16,2,2,1,0,1
4,3,17,2,4,1,0,1
4,1,18,2,1,1,0,1
4,1,18,2,1,1,0,1
4,3,19,2,2,1,0,1
4,1,20,2,1,1,0,1
4,4,20,2,1,1,0,3
4,1,20,2,1,10,0,1
4,3,20,2,2,1,1,1
4,4,22,2,1,1,1,1
4,3,24,2,4,10,0,1
4,3,25,2,1,1,0,1
4,2,30,1,3,2,0,1
4,1,24,2,1,1,0,1
4,1,19,2,2,1,0,1
4,1,4,2,5,1,0,1
4,8,5,2,1,1,0,2
4,1,6,2,3,1,0,1
4,2,7,2,5,1,0,1
4,4,7,2,6,99,1,1
4,2,8,2,1,1,0,1
4,1,8,2,2,1,0,1
4,1,15,2,3,1,1,1
4,4,15,2,3,1,1,1
4,1,20,2,6,99,0,1
4,2,23,2,1,1,0,1
4,2,23,2,1,10,0,1
4,1,24,2,3,1,1,1
4,2,27,2,4,1,0,1
4,1,28,2,3,1,1,1
4,1,28,2,5,1,0,1
4,2,2,3,1,10,0,1
4,6,3,3,1,1,0,1
4,1,4,3,1,1,0,1
4,1,4,3,3,1,1,1
4,1,5,3,2,1,0,1
4,5,5,3,3,1,1,2
4,5,5,3,3,1,0,1
4,2,6,3,2,1,1,1
4,4,9,3,3,1,0,1
4,1,9,3,3,1,0,1
4,1,12,3,3,1,0,1
4,2,14,3,2,1,1,1
4,2,15,3,1,1,0,1
4,1,15,3,5,1,1,1
4,1,16,3,1,1,0,1
4,5,16,3,5,1,1,1
4,1,17,3,1,1,1,1
4,2,18,3,1,10,0,1
4,2,20,3,2,1,1,1
4,4,22,3,1,1,0,1
4,1,22,3,1,1,1,1
4,1,22,3,2,10,1,1
4,5,26,3,2,1,0,1
4,3,26,3,3,1,1,1
4,4,28,3,1,1,0,2
4,1,29,3,6,1,1,1
4,2,29,3,1,1,0,1
4,1,30,3,1,1,0,1
4,1,30,3,1,1,1,1
4,2,20,1,1,1,0,1
4,1,25,1,3,1,0,1
4,2,3,3,1,1,0,1
4,1,27,3,3,10,1,1
4,2,31,3,1,1,0,1
4,3,9,3,1,1,0,1
4,2,26,3,2,1,1,1
4,1,14,3,6,98,0,1
4,1,20,3,5,10,0,1
4,2,14,3,1,1,0,1
4,2,20,3,1,1,1,1
4,3,4,3,5,1,1,1
4,1,6,3,1,99,0,1
4,3,6,3,6,99,2,1
4,1,11,3,1,1,1,1
4,3,15,3,3,1,1,3
4,1,16,3,1,1,0,1
4,2,19,3,3,2,2,1
4,3,19,3,1,99,0,1
4,1,31,3,1,1,0,1
4,1,14,3,1,1,0,1
4,2,1,4,3,1,0,1
4,1,2,4,1,1,0,1
4,1,3,4,2,1,0,1
4,1,4,4,2,1,1,1
4,2,5,4,1,1,0,1
4,3,5,4,1,1,0,1
4,2,5,4,1,1,1,1
4,1,7,4,1,1,0,1
4,3,7,4,3,1,0,1
4,2,9,4,1,1,0,1
4,2,10,4,1,1,0,1
4,1,11,4,1,1,0,1
4,2,11,4,3,1,1,2
4,2,18,4,1,1,1,1
4,2,18,4,2,1,1,1
4,1,20,4,3,1,1,1
4,1,20,4,1,1,0,1
4,2,21,4,1,1,0,1
4,1,22,4,1,1,0,1
4,1,25,4,3,1,0,1
4,3,28,4,3,1,1,1
4,2,30,4,3,1,1,1
4,4,16,4,1,10,0,1
4,1,29,4,3,1,0,1
4,8,16,4,2,1,0,1
4,1,18,4,6,1,0,1
4,2,19,4,4,1,0,1
4,3,19,4,3,1,1,1
4,5,24,4,1,1,1,1
4,4,24,4,1,1,0,1
4,1,25,4,6,1,0,1
4,1,25,4,1,1,0,1
4,2,25,4,1,99,0,1
4,6,30,4,9,99,0,1
4,1,1,5,1,1,0,1
4,6,1,5,3,1,0,1
4,1,2,5,1,1,0,1
4,1,6,5,3,1,0,1
4,1,9,5,3,1,1,1
4,2,11,5,3,1,0,1
4,1,12,5,1,1,0,1
4,1,13,5,3,1,1,1
4,1,13,5,3,1,0,1
4,3,15,5,1,2,0,1
4,3,16,5,1,1,0,2
4,4,18,5,1,1,0,1
4,3,18,5,3,1,1,1
4,1,19,5,2,1,1,1
4,1,21,5,1,98,0,1
4,1,22,5,1,10,0,1
4,1,25,5,1,1,0,1
4,1,26,5,3,1,0,1
4,1,26,5,1,1,1,1
4,3,29,5,3,1,0,1
4,2,30,5,2,1,1,1
4,3,31,5,1,10,0,2
4,5,3,5,3,1,1,2
4,3,22,5,3,1,0,1
4,2,26,5,1,1,0,1
4,2,8,5,1,1,0,1
4,1,10,3,3,1,0,1
4,1,28,4,6,99,1,1
4,3,1,5,6,99,0,1
4,2,2,5,3,1,1,1
4,1,6,5,3,1,1,1
4,2,7,5,3,1,0,1
4,4,9,5,1,1,1,1
4,1,13,5,1,1,0,1
4,3,13,5,1,1,0,1
4,1,13,5,3,1,0,1
4,2,13,5,1,1,0,1
4,2,13,5,1,1,0,1
4,2,14,5,1,99,0,1
4,1,14,5,3,1,1,2
4,8,15,5,3,10,1,1
4,3,15,5,1,10,1,1
4,1,15,5,6,99,0,1
4,1,16,5,3,1,1,1
4,11,17,5,1,1,0,2
4,2,17,5,3,1,0,1
4,1,23,5,3,1,1,1
4,1,23,5,1,99,0,1
4,2,24,5,6,99,0,1
4,2,29,5,1,1,0,1
4,1,29,5,3,1,1,1
4,10,1,6,1,1,0,1
4,3,2,6,1,1,0,1
4,1,4,6,3,1,0,1
4,3,6,6,3,10,0,1
4,4,7,6,1,1,0,3
4,2,7,6,1,1,0,1
4,2,7,6,1,1,0,1
4,4,8,6,1,1,0,1
4,1,8,6,2,1,0,1
4,3,9,6,1,1,0,1
4,2,11,6,1,10,0,1
4,2,13,6,1,1,0,1
4,6,18,6,1,1,0,1
4,2,18,6,1,1,0,1
4,3,19,6,1,1,0,1
4,1,21,6,3,1,0,1
4,4,22,6,1,1,0,1
4,5,22,6,1,1,0,1
4,1,24,6,1,1,0,1
4,1,27,6,2,1,1,1
4,3,27,6,2,10,0,3
4,3,29,6,1,1,0,1
4,2,29,6,1,10,1,1
4,4,30,6,1,1,0,1
4,5,1,6,1,1,0,1
4,1,2,6,6,99,0,1
4,2,4,6,2,1,0,1
4,2,4,6,2,1,1,1
4,5,4,6,9,99,0,1
4,2,4,6,6,99,0,1
4,1,7,6,3,1,0,1
4,3,8,6,1,1,0,1
4,1,9,6,1,99,0,1
4,1,12,6,6,99,0,1
4,1,16,6,6,99,0,1
4,3,19,6,1,1,0,1
4,3,19,6,6,99,1,1
4,3,20,6,3,1,0,1
4,1,25,6,3,1,0,1
4,2,26,6,2,1,1,1
4,1,26,6,2,10,0,1
4,1,27,6,3,1,0,1
4,3,27,6,3,1,1,1
4,5,28,6,1,1,0,2
4,1,1,7,2,1,0,1
4,4,5,7,3,1,0,1
4,3,5,7,1,1,0,1
4,1,8,7,1,1,0,1
4,5,10,7,1,1,0,1
4,1,11,7,1,1,0,1
4,2,12,7,2,1,1,1
4,1,15,7,3,10,1,1
4,1,22,7,3,10,0,1
4,2,24,7,3,1,1,1
4,1,25,7,1,1,0,1
4,10,26,7,1,10,0,3
4,10,26,7,1,1,0,1
4,4,27,7,3,1,1,3
4,3,27,7,1,1,0,2
4,3,28,7,1,1,1,1
4,2,28,7,3,10,1,1
4,2,29,7,1,10,0,1
4,1,31,7,3,1,1,1
4,2,19,6,1,1,0,1
4,1,3,7,1,10,0,1
4,2,8,7,3,1,0,1
4,4,23,7,2,1,0,1
4,3,25,7,2,1,1,2
4,1,4,7,6,99,0,1
4,4,4,7,1,99,1,1
4,1,5,7,3,1,0,1
4,2,7,7,1,99,0,1
4,1,20,7,3,1,0,1
4,1,22,7,1,99,0,1
4,1,23,7,6,99,0,1
4,2,25,7,1,1,0,1
4,2,25,7,6,99,0,1
4,2,30,7,6,99,1,1
4,2,16,7,3,1,0,1
4,1,21,5,1,1,0,1
4,3,13,7,1,1,0,1
4,3,1,8,3,1,1,1
4,3,1,8,3,1,0,2
4,1,3,8,3,1,0,1
4,1,3,8,6,1,0,1
4,2,3,8,3,1,0,1
4,3,4,8,3,1,0,1
4,2,5,8,1,1,0,1
4,3,6,8,4,1,0,1
4,8,7,8,2,10,0,1
4,7,11,8,1,1,0,1
4,3,13,8,1,1,0,1
4,5,15,8,3,1,0,1
4,1,16,8,3,1,1,1
4,6,16,8,1,1,0,2
4,2,17,8,1,1,0,1
4,2,20,8,3,1,1,1
4,1,20,8,3,1,1,1
4,2,21,8,1,10,0,1
4,5,21,8,1,1,0,1
4,2,22,8,3,1,1,1
4,7,25,8,1,1,0,1
4,2,26,8,1,1,0,1
4,1,29,8,3,1,0,1
4,1,29,8,3,1,0,1
4,3,31,8,1,1,0,1
4,5,10,8,1,2,0,2
4,4,1,8,1,1,1,2
4,4,2,8,1,99,0,1
4,2,5,8,1,1,0,1
4,5,6,8,1,99,0,1
4,1,7,8,6,99,0,2
4,2,8,8,1,99,0,1
4,1,13,8,6,99,0,1
4,7,15,8,5,1,1,2
4,1,16,8,6,99,0,1
4,3,18,8,6,99,0,1
4,2,22,8,6,99,1,1
4,3,27,8,1,99,0,1
4,1,29,8,6,99,1,1
4,2,5,9,1,1,0,1
4,2,6,9,3,1,0,1
4,1,8,9,4,1,0,1
4,3,12,9,5,10,1,1
4,1,12,9,2,10,1,1
4,1,12,9,2,1,1,1
4,1,15,9,1,1,0,1
4,2,15,9,3,1,1,1
4,1,16,9,1,1,0,1
4,1,16,9,3,1,0,1
4,2,21,9,3,10,0,1
4,1,26,9,1,1,0,1
4,1,26,9,2,1,0,1
4,1,29,9,2,1,0,1
4,3,30,9,1,1,0,1
4,4,4,9,1,1,0,1
4,1,5,9,3,1,1,1
4,1,16,9,1,1,0,1
4,1,19,9,5,1,0,1
4,3,22,9,1,1,0,1
4,1,22,9,3,10,0,1
4,2,6,9,3,1,1,1
4,1,24,9,2,1,0,1
4,2,2,9,1,99,0,2
4,3,21,9,1,99,0,2
4,1,9,9,3,1,0,1
4,1,4,9,6,99,0,1
4,2,15,9,1,99,0,1
4,2,16,9,6,99,1,1
4,1,18,9,6,99,0,1
4,7,20,9,1,99,0,1
4,3,26,9,3,1,0,1
4,2,27,9,3,1,1,1
4,3,27,9,1,99,0,1
4,1,28,9,3,1,0,1
4,1,6,9,1,99,1,1
4,1,21,9,1,10,1,1
4,1,4,7,3,1,0,1
4,1,6,10,2,1,0,1
4,1,8,10,1,1,0,1
4,1,10,10,2,1,1,1
4,1,12,10,1,1,1,1
4,1,15,10,4,1,0,1
4,2,15,10,2,1,0,1
4,1,18,10,3,10,1,1
4,2,19,10,1,10,0,1
4,3,19,10,1,1,0,1
4,1,20,10,3,1,0,1
4,3,20,10,1,10,0,1
4,1,22,10,1,1,0,1
4,5,22,10,1,1,0,1
4,6,22,10,5,1,1,1
4,2,22,10,3,1,0,1
4,2,23,10,1,1,0,1
4,2,24,10,1,1,0,1
4,2,24,10,2,1,0,1
4,1,28,10,3,10,0,1
4,2,29,10,3,2,0,1
4,3,30,10,4,1,1,1
4,4,30,10,3,1,1,1
4,3,31,10,3,1,1,1
4,5,31,10,1,1,1,1
4,1,9,10,3,1,0,1
4,3,12,10,1,1,1,1
4,2,19,10,1,10,0,1
4,2,30,10,1,2,0,1
4,6,3,11,1,2,1,1
4,3,7,11,1,1,0,1
4,2,7,11,2,1,0,1
4,5,8,11,3,1,2,2
4,11,8,11,3,1,1,1
4,2,10,11,3,1,1,1
4,2,10,11,3,10,0,1
4,1,11,11,1,1,0,1
4,1,14,11,1,1,1,1
4,6,14,11,3,1,1,1
4,1,15,11,3,2,0,1
4,1,15,11,5,2,0,1
4,1,15,11,3,1,1,1
4,2,18,11,3,1,1,1
4,1,18,11,1,1,1,1
4,6,20,11,1,1,0,1
4,2,21,11,2,1,1,1
4,1,21,11,3,1,1,1
4,3,23,11,1,1,1,1
4,6,24,11,2,1,0,2
4,1,24,11,2,10,0,1
4,3,29,11,1,10,0,2
4,2,10,10,1,1,1,1
4,1,17,10,3,2,0,1
4,1,18,10,1,1,0,1
4,2,11,11,1,1,1,1
4,4,26,10,3,1,0,1
4,2,30,10,3,1,0,1
4,2,1,10,1,99,1,1
4,5,2,10,6,99,0,1
4,1,4,10,1,99,1,1
4,1,6,10,3,10,0,1
4,1,7,10,9,99,0,1
4,3,14,10,6,99,0,1
4,1,18,10,3,1,0,1
4,1,20,10,6,99,0,1
4,2,23,10,1,99,0,1
4,1,29,10,6,99,0,1
4,6,30,10,6,99,0,1
4,3,30,10,6,99,1,1
4,2,19,11,1,1,0,1
4,2,16,11,4,10,0,1
4,2,2,11,3,1,0,1
4,5,29,11,1,1,0,1
4,2,6,11,3,1,0,1
4,1,3,11,2,10,0,1
4,3,6,11,1,99,1,1
4,2,7,11,9,99,0,1
4,2,8,11,6,99,1,1
4,1,19,11,6,99,0,1
4,2,25,11,1,99,0,1
4,2,27,11,9,99,0,1
4,2,27,11,3,1,0,1
4,5,29,11,6,99,2,5
4,2,2,12,1,1,0,1
4,3,6,12,1,1,0,1
4,13,6,12,3,1,0,1
4,1,9,12,5,1,0,1
4,1,9,12,5,1,0,1
4,2,10,12,1,1,0,1
4,4,12,12,1,10,0,1
4,7,13,12,1,1,0,1
4,2,14,12,3,1,0,1
4,5,15,12,1,1,0,1
4,1,18,12,1,1,1,1
4,2,21,12,5,10,0,1
4,1,22,12,1,10,0,1
4,3,22,12,2,1,0,1
4,1,23,12,1,1,0,1
4,1,24,12,3,1,1,1
4,5,28,12,1,1,0,1
4,1,19,12,3,1,0,1
4,2,8,11,6,99,2,1
4,2,9,11,6,99,0,1
4,1,12,11,1,99,0,1
4,3,20,11,6,99,0,1
4,3,20,11,6,99,0,1
4,2,22,11,1,99,0,1
4,1,24,11,6,99,0,1
4,4,28,11,6,99,0,1
4,3,28,11,6,99,0,2
4,6,3,12,3,1,0,1
4,2,3,11,1,1,0,1
4,2,5,12,3,1,0,1
4,5,26,12,3,1,1,3
4,2,5,12,6,99,1,1
4,1,6,12,6,99,0,1
4,1,11,12,6,99,0,1
4,2,17,12,1,1,0,1
4,3,8,12,1,99,0,1
4,1,9,12,1,1,0,1
4,5,13,12,1,1,1,2
4,4,13,12,6,99,0,1
4,4,17,12,1,99,0,1
4,6,19,12,3,1,0,1
4,2,22,12,9,99,0,1
4,2,29,12,1,10,0,1
